timestamp,time_step,scenario,source_node,destination_node,router_id,hop_count,path_length,bandwidth_mbps,traffic_interval_sec,active_users,traffic_load_mbps,utilization_percent,queue_occupancy_percent,latency_ms,jitter_ms,throughput_mbps,packet_loss_percent,tx_packets,rx_packets,lost_packets,retransmissions,flow_duration_sec,event_type,peak_hour,failure_event,sla_violation
2026-01-01 09:00:00,1,medium,client_3,server_1,router_1,2,client-router-server,5.62,1.23,24,50.81,36.03,32.59,41.35,4.01,5.62,0.01,5835,5834,1,0,38.88,normal,0,0,0
2026-01-01 09:01:00,2,medium,client_3,server_1,router_1,2,client-router-server,4.64,1.05,32,69.3,58.22,67.68,50.22,7.65,4.64,0.73,1724,1712,12,0,18.47,normal,0,0,0
2026-01-01 09:02:00,3,medium,client_1,server_1,router_1,2,client-router-server,5.48,0.89,27,29.81,33.18,34.55,52.08,4.8,5.48,0.01,1156,1155,1,0,26.26,normal,0,0,0
2026-01-01 09:03:00,4,medium,client_1,server_1,router_1,2,client-router-server,4.46,1.19,21,29.89,41.12,37.6,42.54,8.21,4.46,0.01,2180,2179,1,0,26.37,normal,0,0,0
2026-01-01 09:04:00,5,medium,client_2,server_1,router_1,2,client-router-server,4.23,1.17,32,50.41,40.94,24.44,57.94,9.29,4.23,0.01,4239,4238,1,1,32.81,normal,0,0,0
2026-01-01 09:05:00,6,medium,client_3,server_1,router_1,2,client-router-server,6.03,0.85,21,33.61,32.74,29.37,31.0,6.47,6.03,0.01,5511,5510,1,0,17.01,normal,0,0,0
2026-01-01 09:06:00,7,medium,client_1,server_1,router_1,2,client-router-server,4.17,0.86,20,27.87,41.04,36.93,37.07,7.86,4.17,0.01,1277,1276,1,0,15.71,normal,0,0,0
2026-01-01 09:07:00,8,medium,client_2,server_1,router_1,2,client-router-server,5.83,1.37,23,55.72,53.78,34.61,64.25,6.13,5.83,0.13,3173,3169,4,0,45.06,normal,0,0,0
2026-01-01 09:08:00,9,medium,client_2,server_1,router_1,2,client-router-server,6.23,1.29,27,65.04,69.27,39.05,64.94,11.62,6.23,1.81,1680,1650,30,24,6.37,normal,0,0,0
2026-01-01 09:09:00,10,medium,client_3,server_1,router_1,2,client-router-server,5.07,0.87,22,87.02,100.0,79.21,95.03,9.33,5.07,6.0,1592,1497,95,79,38.12,normal,0,0,1
2026-01-01 09:10:00,11,medium,client_1,server_1,router_1,2,client-router-server,4.39,1.03,21,91.61,100.0,100.0,91.17,5.76,4.39,1.77,1611,1583,28,13,8.38,normal,0,0,1
2026-01-01 09:11:00,12,medium,client_3,server_1,router_1,2,client-router-server,5.23,0.79,21,56.42,41.23,36.3,35.45,5.28,5.23,0.01,5059,5058,1,0,16.18,normal,0,0,0
2026-01-01 09:12:00,13,medium,client_3,server_1,router_1,2,client-router-server,5.87,0.79,21,63.72,33.27,19.79,48.37,6.36,5.87,0.01,1723,1722,1,1,10.06,normal,0,0,0
2026-01-01 09:13:00,14,medium,client_3,server_1,router_1,2,client-router-server,4.09,1.0,27,83.83,100.0,98.8,123.84,13.07,4.09,3.64,5021,4839,182,97,21.2,normal,0,0,1
2026-01-01 09:14:00,15,medium,client_3,server_1,router_1,2,client-router-server,3.95,0.81,21,37.91,64.03,54.39,74.04,6.85,3.95,0.58,3345,3326,19,5,18.72,normal,0,0,0
